"","INDEX","TARGET","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE"
"749",952,24494,0,35,3,13,48386,138283,5,9840,11,38832,2,1,12
"750",953,856,0,39,0,10,82598,0,39,5600,1,0,0,2,10
"751",954,9663,0,67,0,13,97259,313615,17,27570,6,1451,4,5,1
"752",955,5837,0,51,0,12,38724,159866,33,5370,7,0,0,1,9
"753",956,1762,0,44,0,10,155143,368111,39,23630,1,8599,3,0,13
"754",957,3375,0,52,0,4,46326,0,47,1500,10,8618,4,2,13
"755",958,3783,0,56,2,15,44022,0,41,14670,4,8818,2,0,13
"756",959,1630,1,36,3,0,0,70259,31,6410,1,0,0,1,1
"757",960,5567,0,46,0,9,35586,168624,40,6620,1,3627,1,8,1
"758",961,1834,0,37,0,11,93766,0,17,7060,6,1757,2,6,6
"759",963,2940,0,32,2,10,52466,187881,27,6750,7,582,3,3,10
"760",964,5588,2,41,3,14,13393,125873,31,5600,3,1479,2,5,7
"761",965,1042,0,29,1,12,142531,0,39,20040,7,5077,2,2,12
"762",968,4436,0,33,1,8,0,0,25,1500,6,6755,2,0,1
"763",969,1493,0,46,0,0,0,0,23,17380,4,0,0,3,1
"764",970,3752,0,56,0,15,122772,362667,54,13800,6,0,0,0,9
"765",972,2002,0,53,0,9,30047,117269,28,9800,1,0,0,0,9
"766",973,3742,0,37,0,12,50556,186221,37,6180,7,0,0,0,1
"767",974,10145,0,47,0,15,15996,148617,22,18000,4,4263,1,5,1
"768",975,2921,0,45,2,13,46458,240926,41,14250,10,0,0,0,1
"769",976,4376,0,47,0,8,36302,0,50,11170,10,2549,4,3,1
"770",977,4281,0,56,0,14,58247,190172,42,18150,1,1380,3,1,10
"771",978,29613,0,45,0,13,48319,205802,34,10830,1,6170,2,4,10
"772",979,1431,0,43,0,0,0,0,27,5990,7,0,0,0,1
"773",980,2722,0,36,0,11,23372,0,15,7180,1,0,0,0,10
"774",985,4276,2,59,2,15,134778,404248,41,26910,1,0,0,3,16
"775",986,6050,0,42,3,17,24865,152293,35,8580,1,1143,1,4,7
"776",987,1398,0,32,1,8,8659,0,43,14460,1,31073,1,0,1
"777",988,3225,0,22,1,10,20646,0,68,5760,7,3409,2,11,10
"778",991,4961,0,44,2,14,20676,148332,51,3570,1,0,0,0,9
"779",993,3568,0,43,0,0,0,0,19,13890,1,1501,1,1,4
"780",994,3501,2,42,3,15,96537,306515,39,15350,3,5734,1,0,1
"781",997,1748,0,52,0,14,63482,226408,51,17280,6,0,0,4,18
"782",999,755,0,30,0,10,27803,0,41,4500,1,6351,4,0,8
"783",1000,3619,2,45,2,10,13544,0,25,9670,1,2412,2,0,1
"784",1002,39672,0,37,2,12,46661,164362,26,15120,3,2977,3,8,1
"785",1003,3292,1,60,2,12,44830,187429,35,20040,4,6456,3,1,8
"786",1004,32038,0,64,0,10,83033,275175,17,23620,1,0,0,0,8
"787",1005,3263,0,40,0,11,30504,0,6,5950,1,48010,2,3,5
"788",1006,3091,0,45,3,15,12158,0,22,22410,3,3636,1,5,1
"789",1009,44916,0,16,0,10,50100,158926,41,19430,1,0,0,2,7
"790",1010,3158,0,33,4,14,21746,124207,41,15050,1,3246,2,1,2
"791",1011,4052,0,49,0,0,0,0,23,11610,10,3996,1,5,1
"792",1012,1145,0,52,0,10,43546,0,46,6700,1,0,0,0,1
"793",1013,5064,0,38,3,17,77830,157793,58,8030,3,9937,3,0,11
"794",1014,2557,0,36,1,13,39811,139551,22,16260,4,3416,4,3,4
"795",1015,2474,0,39,3,12,69394,0,52,9720,1,0,0,0,13
"796",1017,3499,0,50,0,14,44452,97670,50,10210,1,0,0,5,9
"797",1018,6325,0,55,0,10,42680,205108,25,25430,21,4564,3,0,8
"798",1019,5374,0,27,3,12,78418,224245,5,21860,1,4740,3,0,8
"799",1020,4032,0,27,1,11,118870,0,33,32880,6,7861,2,0,16
"800",1021,1870,0,48,0,14,64798,231016,37,12780,1,5244,1,5,10
"801",1023,5250,0,52,0,9,87455,247728,11,26010,7,0,0,0,7
"802",1024,5157,0,49,0,0,0,0,28,14900,1,0,0,2,11
"803",1025,3336,0,42,0,13,78341,123721,17,9860,6,0,0,0,7
"804",1026,2541,0,40,2,0,26315,0,31,3180,11,25235,1,0,13
"805",1028,2298,0,33,0,5,12067,119691,19,3870,6,3608,4,5,1
"806",1029,3663,0,34,0,9,15363,0,27,18660,1,0,0,3,1
"807",1030,4390,0,60,0,15,1007,0,24,10800,6,7378,1,4,4
"808",1031,4412,0,35,0,9,46255,0,37,21180,4,8194,2,2,1
"809",1034,2856,0,61,0,3,23111,198141,40,11380,1,0,0,5,1
"810",1035,7865,3,43,4,10,71905,191685,19,19810,10,0,0,1,8
"811",1036,1718,0,32,4,0,0,0,15,20430,4,0,0,1,1
"812",1037,2357,0,32,2,11,21357,0,48,3640,3,8037,2,7,1
"813",1038,5900,0,41,0,13,57615,181310,37,11360,1,0,0,6,9
"814",1039,3642,1,45,2,8,48819,198108,17,19880,1,0,0,0,13
"815",1040,3625,1,41,1,13,94116,263819,18,24650,15,0,0,3,14
"816",1042,3752,0,57,3,19,95811,0,29,21100,1,0,0,2,17
"817",1043,45987,0,45,0,14,35403,184059,44,9540,10,0,0,0,7
"818",1044,878,0,47,0,11,85729,254068,33,10550,4,6730,2,0,16
"819",1045,7628,2,39,2,13,25444,0,5,11950,10,0,0,5,1
"820",1046,4036,0,31,1,3,19230,0,31,18250,6,2039,2,1,9
"821",1047,6892,0,50,0,0,0,61314,35,18050,10,3485,1,0,12
"822",1048,5059,0,34,3,15,42284,0,37,9130,4,3922,1,0,7
"823",1049,991,3,43,3,0,0,0,47,5800,3,5820,3,6,1
"824",1050,5579,2,41,2,9,93150,274760,49,10810,4,6985,1,2,1
"825",1051,4080,0,40,0,12,37128,175125,52,14620,6,4728,3,0,8
"826",1052,5674,0,40,2,10,50700,0,15,10570,17,0,0,0,6
"827",1053,2240,0,44,3,11,70452,0,33,12950,1,0,0,3,1
"828",1054,4104,0,60,0,12,249589,559258,41,62240,3,0,0,0,14
"829",1055,6916,0,44,0,15,219768,0,40,29100,1,3348,2,5,19
"830",1056,4522,0,35,2,13,58228,0,30,12460,4,0,0,0,7
"831",1057,3694,0,44,0,13,21789,0,35,17930,6,4824,2,0,13
"832",1058,7205,0,40,3,14,18886,148097,26,7390,11,0,0,2,6
"833",1059,2870,0,57,2,17,76123,287747,28,14810,1,0,0,0,8
"834",1060,4447,0,61,0,9,59563,233352,18,9470,6,35070,2,0,11
"835",1061,1937,0,51,0,11,52967,0,11,11900,7,0,0,1,1
"836",1062,4431,0,49,0,14,116587,319596,45,30520,1,8514,1,6,12
"837",1063,2040,1,42,1,11,52898,0,19,26620,1,3950,3,6,1
"838",1064,6570,0,43,0,13,67891,199571,22,8290,1,0,0,0,8
"839",1066,14386,0,34,1,0,0,0,36,22160,6,11132,2,0,8
"840",1067,3040,0,44,0,5,51172,177812,52,14870,7,5817,2,2,9
"841",1068,6295,0,41,1,12,46874,0,51,23560,1,0,0,0,1
"842",1069,14604,0,46,0,12,6576,144646,48,24930,1,23060,1,6,1
"843",1070,2932,0,37,0,11,27509,0,38,22610,10,812,1,10,1
"844",1071,2974,0,34,0,0,0,121949,66,6010,6,6682,3,2,9
"845",1072,3531,0,46,0,8,35995,0,58,5100,1,0,0,0,12
"846",1073,3373,0,24,1,10,5427,0,23,24630,7,24546,1,11,5
"847",1076,4496,0,49,0,11,99488,0,56,16350,3,8692,2,11,16
"848",1077,8193,0,41,0,0,0,0,13,5600,8,0,0,0,13
"849",1078,1631,0,24,3,0,10471,73890,25,13070,3,0,0,3,14
"850",1079,3269,0,33,0,10,34682,183265,22,6380,3,1564,2,0,10
"851",1080,4566,0,38,0,10,59578,0,51,11260,4,5436,3,0,10
"852",1082,2956,0,45,0,0,0,108137,50,12140,1,0,0,0,1
"853",1083,2432,0,64,0,5,46598,180231,27,12560,4,0,0,3,1
"854",1084,5899,0,43,0,0,0,76613,45,5800,7,0,0,0,1
"855",1085,2392,3,43,4,13,42554,0,22,10060,6,27746,4,2,7
"856",1086,3127,0,48,0,11,106668,247751,29,16970,8,0,0,0,9
"857",1087,868,0,38,0,0,0,0,75,6570,4,0,0,0,1
"858",1088,2136,0,31,1,7,3594,0,26,4960,7,0,0,0,8
"859",1089,663,2,40,2,14,58000,244016,31,15150,14,1190,2,0,1
"860",1090,3361,0,47,0,10,52412,0,5,20110,1,1455,3,0,1
"861",1091,2885,0,32,0,0,0,0,49,12790,13,4514,4,9,18
"862",1092,14755,1,42,3,5,21042,61630,37,20630,4,6870,2,1,8
"863",1093,1026,0,32,2,10,27053,137180,10,4210,1,0,0,5,5
"864",1095,5206,2,39,2,13,21891,167752,34,15110,1,0,0,0,5
"865",1096,18960,0,39,0,6,16118,0,44,12720,1,0,0,4,1
"866",1097,3848,0,55,0,10,126548,0,61,17720,1,0,0,0,15
"867",1098,1452,0,43,3,0,0,0,24,5800,13,8566,2,6,1
"868",1100,4542,0,38,0,11,34033,0,5,17380,6,0,0,1,1
"869",1101,8748,0,35,1,13,22021,0,10,14360,4,0,0,1,1
"870",1102,3965,0,57,1,14,18775,182712,68,9080,1,10842,2,4,14
"871",1103,3535,0,36,0,11,158,0,33,10510,6,38190,2,7,12
"872",1104,1646,0,55,0,12,26088,0,40,5220,7,2158,3,2,6
"873",1106,5261,0,48,0,12,13023,154122,37,9550,1,7000,1,1,8
"874",1107,2265,0,36,1,9,72167,0,24,18550,1,725,2,4,14
"875",1108,3265,0,46,0,10,21534,90467,27,24360,1,32589,1,3,1
"876",1109,5457,0,38,4,14,40248,166402,42,20280,1,4162,3,7,9
"877",1110,6228,0,50,0,13,35097,159912,21,15690,1,0,0,0,1
"878",1111,4685,0,39,0,8,28924,140957,26,28000,7,0,0,1,6
"879",1112,539,0,37,3,14,40924,203314,12,9290,1,4567,3,0,1
"880",1113,4696,0,50,0,12,47991,214996,53,11300,6,2159,1,0,9
"881",1114,2355,0,42,0,10,41293,0,48,5700,10,0,0,0,8
"882",1115,3065,0,41,0,6,9536,0,30,6550,4,0,0,0,1
"883",1116,32203,0,46,0,7,50252,182910,63,18050,7,9351,2,5,1
"884",1117,1280,1,42,1,12,14705,97885,45,11020,4,0,0,0,5
"885",1118,3007,0,57,0,8,81767,308350,30,15570,4,4734,2,7,7
"886",1119,4539,0,25,1,9,71207,202437,19,23910,7,548,2,7,12
"887",1120,2727,1,59,2,14,27823,161744,49,3950,6,0,0,0,9
"888",1121,7893,0,38,1,17,14098,60733,27,6710,10,3545,2,0,1
"889",1122,2041,0,45,2,12,180034,335380,13,14780,7,0,0,0,12
"890",1124,6004,0,60,0,12,45038,242566,43,17980,3,0,0,1,16
"891",1125,1901,0,37,0,12,38128,139340,51,23350,1,0,0,0,10
"892",1126,4324,0,32,1,12,93741,0,40,14070,13,3132,3,3,8
"893",1127,2463,0,59,0,14,78271,299574,11,17560,6,0,0,0,11
"894",1128,5095,0,45,0,7,73326,256305,28,14650,10,12098,2,7,1
"895",1129,843,0,39,0,12,87416,231934,30,18330,1,6690,2,0,9
"896",1130,1294,1,45,3,10,15796,145824,42,15860,1,29536,2,2,1
"897",1131,13875,0,58,0,0,1102,0,11,10900,1,0,0,0,1
"898",1132,2895,0,63,2,13,63695,0,30,14170,3,2629,1,0,12
"899",1133,1215,0,54,0,12,65075,201483,36,11030,10,32922,3,7,4
"900",1134,6889,0,39,2,7,12236,92520,66,16320,1,4352,3,1,8
"901",1136,1009,0,47,0,8,62486,0,57,20690,6,14915,1,0,4
"902",1137,6409,0,29,3,15,45828,149103,20,16420,10,8171,2,0,10
"903",1138,14929,1,37,1,12,152060,0,34,33380,1,0,0,0,16
"904",1139,3770,0,33,1,10,23953,0,39,7200,1,1118,2,7,8
"905",1140,2986,0,38,2,12,81024,223678,31,21480,1,0,0,0,17
"906",1141,3357,0,33,3,10,28853,181865,19,4390,7,11580,2,0,1
"907",1143,1698,0,55,0,15,86268,274362,48,34310,6,4423,2,0,12
"908",1144,6393,0,38,0,8,58530,238054,21,16480,1,2775,3,7,1
"909",1145,3159,0,57,2,15,148443,0,40,18500,6,7014,2,4,11
"910",1146,5236,0,34,3,16,61220,237329,46,8090,8,4402,2,7,1
"911",1147,4410,0,35,2,0,0,0,12,16010,4,5118,2,7,1
"912",1148,5686,0,45,0,13,44492,0,9,13540,1,10941,2,4,20
"913",1149,3674,0,31,1,13,82762,267537,35,12880,1,0,0,0,4
"914",1150,5692,1,44,2,17,204668,0,32,21970,1,0,0,0,19
"915",1151,4045,0,52,0,0,0,98396,22,12280,6,7070,1,0,10
"916",1152,13352,0,31,4,15,20555,128048,26,7760,9,3327,2,5,11
"917",1153,2944,0,53,0,12,44438,172432,43,34450,10,0,0,0,1
"918",1154,1022,0,26,2,14,10730,0,5,16150,11,6135,2,7,6
"919",1156,2421,0,54,0,0,0,98561,29,17700,1,0,0,0,12
"920",1157,2890,2,41,2,8,3604,0,53,10850,4,5810,3,0,8
"921",1158,1941,0,31,1,12,32381,0,25,16980,1,4185,3,1,1
"922",1159,5542,0,48,0,14,7505,116332,37,14300,1,7341,1,8,4
"923",1160,4049,0,49,0,9,75772,256898,41,6400,7,0,0,0,1
"924",1161,4767,0,50,0,11,53210,0,33,23810,8,19595,1,10,8
"925",1162,6836,0,51,0,0,0,0,23,6600,1,27503,4,1,1
"926",1163,4212,0,22,1,7,2214,114501,32,17470,13,9453,1,6,1
"927",1164,3762,1,40,3,16,189555,452019,35,1500,1,0,0,0,16
"928",1165,7783,0,37,2,14,14055,0,55,9960,1,0,0,0,7
"929",1166,3090,0,29,0,7,11954,0,16,10190,1,0,0,1,8
"930",1167,39104,0,58,0,13,102904,0,47,30460,4,5705,2,0,18
"931",1168,2585,0,51,0,13,55727,195859,55,7250,8,0,0,1,6
"932",1170,5865,0,24,1,8,12871,0,53,16500,13,0,0,0,6
"933",1171,7746,0,45,0,0,0,98716,34,6000,4,29651,2,8,7
"934",1172,1559,0,34,2,12,55353,203703,41,14090,13,4519,1,6,6
"935",1173,47520,0,49,0,12,105277,294480,30,38000,10,0,0,0,1
"936",1174,3794,0,59,0,14,71197,0,37,14520,15,0,0,0,6
"937",1175,5074,2,66,2,15,33644,186626,41,21020,1,0,0,0,1
"938",1177,5640,0,45,3,12,16227,0,39,20770,1,0,0,6,1
"939",1179,5732,0,32,3,12,66841,0,12,4700,10,0,0,0,6
"940",1181,5900,1,38,2,14,46928,161908,53,6190,1,4939,2,0,7
"941",1182,2979,0,31,2,12,17567,0,14,6360,10,0,0,0,5
"942",1183,24408,0,50,0,13,58504,0,44,20550,1,2916,1,6,11
"943",1186,4790,0,57,2,16,6018,0,23,9330,4,0,0,1,1
"944",1187,2375,0,33,1,8,32708,0,56,31040,1,7343,2,4,1
"945",1188,4580,0,37,1,0,0,0,50,9270,9,0,0,0,10
"946",1189,3887,2,36,3,9,20765,0,19,12510,1,0,0,6,1
"947",1190,6603,0,53,0,11,32956,202231,57,18150,1,0,0,5,1
"948",1191,3018,0,41,0,0,0,0,43,5600,4,0,0,0,20
"949",1192,2386,1,42,2,13,74402,0,37,31960,1,5827,3,4,7
"950",1194,4057,0,33,2,11,33392,161864,57,8140,4,0,0,5,10
"951",1195,19013,0,41,0,7,78866,0,22,18270,6,6856,1,2,6
"952",1197,1212,0,43,2,9,69476,0,44,12750,7,2516,1,0,6
"953",1198,1479,0,45,0,9,96599,306391,42,12180,8,29820,3,1,8
"954",1200,1877,0,53,0,9,114547,330408,29,23760,1,824,2,4,8
"955",1201,3587,0,52,0,16,52626,0,36,10300,4,5236,2,6,1
"956",1202,6651,0,35,0,11,116870,309742,38,11940,12,0,0,3,4
"957",1204,8927,0,43,2,0,0,0,15,5800,1,5767,1,9,6
"958",1206,2091,0,38,0,13,15252,146062,31,3030,1,0,0,0,1
"959",1209,2460,1,41,3,13,18408,95813,43,7440,1,20380,2,8,1
"960",1210,6357,1,45,1,13,34675,165566,37,7660,4,0,0,0,8
"961",1211,8349,1,38,3,15,11215,0,61,19550,16,6436,1,3,1
"962",1214,4073,0,53,0,0,0,92718,12,19940,6,1936,1,8,7
"963",1215,109,0,47,0,0,0,0,59,6200,6,4754,2,8,1
"964",1216,680,0,43,2,15,36614,141879,42,25580,1,4078,2,0,1
"965",1217,4078,0,31,1,11,58391,187063,34,10440,10,2018,3,0,8
"966",1218,4308,0,30,1,10,32809,141859,24,8260,10,0,0,2,1
"967",1219,1556,0,44,0,12,22960,142579,21,11690,4,0,0,1,10
"968",1220,1222,0,43,2,12,636,0,34,8450,1,2210,2,0,5
"969",1221,6767,0,62,1,0,0,114515,39,11060,9,0,0,1,1
"970",1224,2493,0,28,4,0,0,0,30,4300,1,6905,1,0,13
"971",1225,4798,0,38,0,9,14484,0,20,2950,10,4518,1,1,1
"972",1228,3674,1,43,2,10,112450,337743,12,17290,1,0,0,3,18
"973",1232,8609,0,43,2,13,55274,220590,24,17740,3,4500,2,8,9
"974",1233,5200,0,32,2,0,0,0,29,11990,1,6867,3,3,10
"975",1234,2118,0,61,0,13,28350,173790,23,21180,9,9637,2,2,18
"976",1235,5722,0,29,0,8,5292,0,30,2670,1,0,0,0,8
"977",1236,2419,0,42,1,11,61415,250198,18,21300,7,0,0,0,1
"978",1237,3909,0,48,0,9,3355,0,41,22280,6,0,0,0,1
"979",1238,2703,1,40,3,13,72551,0,22,12760,3,4895,2,2,8
"980",1239,4772,1,37,2,12,15739,138776,23,9230,1,0,0,3,6
"981",1240,10839,0,33,1,7,157263,0,60,36480,1,4597,2,0,16
"982",1242,4452,0,51,0,10,31860,0,32,9540,10,0,0,3,1
"983",1245,4171,0,36,0,12,69714,201852,36,12070,13,597,1,9,8
"984",1247,7324,0,49,0,14,4216,0,55,17960,6,4466,1,1,17
"985",1250,2424,0,37,0,10,85504,0,34,23140,1,21481,4,7,20
"986",1251,4920,0,33,2,14,5063,118608,28,32370,1,6902,3,0,11
"987",1253,6435,0,38,1,11,48484,190992,43,11840,6,5726,2,7,11
"988",1254,3279,0,42,0,6,126381,374595,27,32040,7,8748,2,2,1
"989",1255,2401,0,43,0,8,45909,160945,21,15360,13,0,0,0,7
"990",1256,7803,0,56,0,13,210660,542288,33,1500,1,57037,1,3,11
"991",1257,5336,0,38,2,0,0,0,48,10090,4,6753,1,6,6
"992",1258,2251,0,65,0,15,13880,179255,62,9390,9,10138,2,1,15
"993",1259,3819,1,42,2,0,0,0,29,10930,11,0,0,3,8
"994",1260,984,0,30,1,11,17619,86310,18,16890,1,0,0,5,6
"995",1262,4408,0,52,0,11,54983,223545,24,12200,2,9093,3,7,12
"996",1263,3334,0,44,0,9,61958,168222,56,27120,1,642,2,0,10
"997",1264,3886,0,31,1,10,8247,0,46,5200,1,3068,2,5,1
"998",1265,2936,0,55,0,12,111708,292773,5,18080,4,0,0,0,1
"999",1266,5544,0,48,0,13,312,90071,30,14770,6,0,0,0,1
"1000",1267,32363,0,68,0,10,76821,0,47,15980,4,0,0,0,15
"1001",1268,2842,0,47,0,13,109533,300480,37,14730,4,0,0,3,17
"1002",1269,5704,1,48,1,11,75741,225300,44,15190,13,0,0,3,19
"1003",1270,5760,0,58,0,0,0,103525,48,20710,1,8956,2,0,1
"1004",1271,2096,0,45,0,9,22741,151957,34,17940,13,0,0,0,1
"1005",1272,2550,0,48,0,15,67876,242138,31,6410,1,8268,3,3,1
"1006",1273,5470,2,45,3,14,4910,0,12,17450,1,0,0,0,1
"1007",1274,1690,0,54,0,12,53099,175695,57,17230,9,12797,3,0,1
"1008",1276,2910,0,41,2,16,66119,239085,46,19300,1,5909,3,0,10
"1009",1277,26673,0,42,0,10,47114,0,22,10410,4,0,0,7,7
"1010",1278,3379,0,38,1,11,51551,177942,19,5200,12,2605,1,0,9
"1011",1279,2292,0,37,0,0,0,0,26,5200,1,0,0,0,1
"1012",1280,1288,0,31,1,9,54009,0,27,12780,9,0,0,3,13
"1013",1282,3640,0,42,0,10,75013,237750,25,15110,1,3928,1,0,9
"1014",1283,3801,0,32,1,11,34660,0,18,17590,9,13154,1,4,7
"1015",1284,42499,1,36,2,12,91729,307043,26,16220,1,8048,3,0,1
"1016",1286,4037,0,55,0,11,83304,238891,40,15330,1,7238,3,3,7
"1017",1287,3236,0,30,0,9,21313,140640,53,13120,6,0,0,1,6
"1018",1289,5126,3,43,3,0,0,0,28,5700,1,0,0,3,1
"1019",1292,6031,0,49,0,6,61068,0,21,14080,1,0,0,0,1
"1020",1293,1704,0,53,0,9,47793,199133,29,24120,11,0,0,0,8
"1021",1294,1340,0,61,0,11,56210,0,70,17590,1,7076,3,3,15
"1022",1295,1731,0,29,3,13,199866,269107,48,11190,6,0,0,3,9
"1023",1296,1798,0,57,0,13,53329,219712,55,7200,6,0,0,1,1
"1024",1297,2829,0,38,2,0,0,66812,17,13490,6,0,0,1,8
"1025",1298,3121,0,47,0,14,14096,163866,5,3790,8,7285,1,0,20
"1026",1299,7045,0,58,0,6,57517,0,22,28740,1,0,0,4,12
"1027",1300,8116,0,58,0,6,57454,0,27,7300,1,34123,2,0,7
"1028",1301,12789,0,35,0,10,106581,0,39,30080,1,9185,1,0,12
"1029",1302,5075,0,51,0,0,0,89512,59,1500,1,6745,3,0,7
"1030",1303,4822,0,56,0,12,44308,0,18,5930,11,977,3,2,5
"1031",1306,1384,0,24,2,10,26006,0,37,8230,13,1395,1,6,7
"1032",1307,3118,0,46,0,13,120401,348157,29,23370,6,35980,2,2,10
"1033",1308,1299,0,61,0,17,25525,158142,16,11060,1,30023,3,5,6
"1034",1309,6409,0,33,0,0,0,0,49,25280,3,0,0,0,11
"1035",1310,6783,3,62,3,19,85081,0,19,26420,17,9810,4,7,18
"1036",1311,2750,0,39,0,0,0,0,42,12240,6,5093,2,6,8
"1037",1312,5295,0,50,0,12,31291,197110,14,6500,4,3108,3,3,1
"1038",1313,26836,0,47,0,7,28626,0,57,13680,6,0,0,4,1
"1039",1314,4704,0,39,0,10,74719,0,45,25760,10,4094,1,2,12
"1040",1315,5190,0,39,1,0,0,0,31,5400,3,0,0,1,10
"1041",1316,1530,0,35,0,6,77556,0,18,26810,14,1249,2,0,7
"1042",1317,2987,0,36,3,12,77950,0,34,9510,7,0,0,0,8
"1043",1318,943,0,49,0,12,61790,206446,51,12580,4,0,0,0,15
"1044",1319,6993,3,39,3,11,76791,215433,24,33050,13,10265,1,2,20
"1045",1320,2575,0,57,2,10,35778,170435,26,10780,1,31557,4,5,10
"1046",1321,2646,0,39,0,6,81042,247600,39,21430,4,7114,1,4,9
"1047",1322,2194,0,57,0,12,62203,0,5,7720,4,7326,1,4,9
"1048",1324,6005,0,45,0,12,33648,180461,45,6720,6,0,0,2,9
"1049",1325,5108,0,45,0,10,32279,163420,46,6000,6,0,0,0,1
"1050",1326,2896,0,47,1,12,44452,221536,51,13110,10,0,0,0,6
"1051",1327,430,0,43,0,6,41274,103580,38,9930,6,0,0,0,7
"1052",1328,1326,1,45,2,9,683,61630,60,19090,4,2279,1,0,1
"1053",1329,5076,0,30,1,7,22718,116700,14,4300,1,4448,3,9,1
"1054",1330,6804,0,31,3,0,0,0,25,4600,1,6070,3,5,7
"1055",1331,4984,0,58,0,12,42607,112850,55,11560,1,5238,1,1,7
"1056",1332,956,1,40,2,12,35453,156023,24,4010,16,2244,2,2,1
"1057",1333,6280,0,42,2,10,42371,0,45,5740,4,6703,1,4,12
"1058",1334,4978,0,52,0,12,50584,157928,27,11760,9,1328,1,6,1
"1059",1335,2711,0,45,2,10,32867,0,24,9290,1,9635,4,4,1
"1060",1336,2410,0,49,0,11,284071,290875,53,7940,1,2939,2,4,15
"1061",1337,2356,0,44,3,0,0,0,86,10460,1,0,0,3,18
"1062",1338,6719,0,46,0,12,11363,104389,26,7240,10,26181,1,2,5
"1063",1339,20126,1,44,3,9,148528,0,49,20830,6,0,0,2,10
"1064",1340,7204,0,47,0,7,44812,0,27,6200,1,43405,2,0,5
"1065",1341,5728,1,48,0,12,228376,586096,57,9260,1,5458,1,8,17
"1066",1343,3452,0,58,0,10,157619,397530,13,38240,9,0,0,0,16
"1067",1344,747,0,50,0,15,53924,203155,37,25320,1,5546,2,6,1
"1068",1345,5207,0,25,1,8,66390,0,41,22740,9,7019,2,1,10
"1069",1346,4102,0,27,3,13,35851,147018,47,4200,1,0,0,4,1
"1070",1347,4256,0,46,0,11,100790,0,34,21010,1,0,0,0,12
"1071",1349,3868,0,45,1,13,71512,224539,26,30270,1,0,0,0,1
"1072",1350,8767,0,55,0,15,3113,0,25,11550,1,5660,2,4,1
"1073",1351,966,0,48,0,10,111405,326745,12,29540,4,3848,1,9,11
"1074",1352,4666,0,38,1,10,38819,128779,49,5680,6,0,0,7,8
"1075",1354,4491,0,38,0,15,44452,166861,5,6940,8,0,0,3,8
"1076",1355,926,2,39,2,15,56819,188860,34,14660,6,0,0,1,10
"1077",1356,4070,0,43,0,3,40612,0,35,18130,1,4263,2,3,18
"1078",1357,3590,0,35,1,8,84794,0,19,26860,1,4575,3,7,1
"1079",1358,3166,0,49,0,8,3044,0,65,6700,10,0,0,4,1
"1080",1359,5377,1,45,2,7,26681,166588,10,28840,10,0,0,0,13
"1081",1360,3226,0,57,0,16,53739,220862,41,21740,1,0,0,5,5
"1082",1361,1277,0,40,0,8,118527,323324,48,22750,6,0,0,0,13
"1083",1362,6281,2,44,2,8,152292,0,42,31380,10,0,0,1,19
"1084",1364,5591,1,42,2,14,251883,603984,31,5700,3,33808,1,4,14
"1085",1365,6516,0,30,2,0,0,0,21,5430,3,0,0,0,5
"1086",1366,3706,0,30,1,0,0,76283,35,4500,6,35477,4,1,1
"1087",1367,1833,0,39,3,12,12332,98982,20,8450,6,7262,2,0,1
"1088",1368,2641,0,42,0,13,54729,181515,30,23360,1,0,0,0,8
"1089",1369,7800,0,39,1,12,24609,95505,68,7860,4,8455,3,4,6
"1090",1370,4388,0,42,1,0,0,122520,62,14260,4,3460,3,0,5
"1091",1373,9105,0,47,0,9,62216,242564,42,24480,3,3884,2,3,1
"1092",1374,4298,1,42,2,13,112205,311529,48,27770,4,6557,1,5,11
"1093",1375,6208,0,35,0,0,0,0,30,5000,1,0,0,3,10
"1094",1376,6690,0,43,2,0,0,0,61,5800,4,6935,4,5,1
"1095",1377,41063,0,40,0,12,52471,153087,31,21860,10,0,0,0,6
"1096",1379,6296,0,30,3,9,61790,185253,28,10680,1,0,0,0,14
"1097",1380,4898,3,53,0,10,58049,186384,44,5590,1,0,0,0,15
"1098",1383,2649,0,49,0,11,48215,0,46,13190,10,2516,4,2,19
"1099",1384,1668,0,31,4,0,0,0,14,4600,11,8136,1,6,14
"1100",1385,6595,0,48,0,10,90044,0,79,17310,3,2317,1,0,16
"1101",1386,5685,0,48,0,10,23588,174929,61,9500,1,31664,2,3,7
"1102",1387,2546,2,37,2,10,45282,170166,50,5100,4,7136,1,4,1
"1103",1388,5810,0,34,2,9,33538,0,29,8250,4,38845,2,2,1
"1104",1389,5943,1,36,2,12,82780,210979,24,1500,6,5999,2,6,5
"1105",1390,10267,0,39,2,10,30618,157285,44,21320,3,9469,2,0,1
"1106",1391,1148,0,54,0,13,65234,280155,36,23170,4,0,0,0,1
"1107",1392,1947,1,42,1,10,73376,0,39,25590,1,7328,1,5,11
"1108",1395,1444,3,45,3,17,28538,140924,15,16920,3,22262,2,7,5
"1109",1396,5453,0,47,0,9,62133,222691,35,25310,17,0,0,2,1
"1110",1397,3270,0,39,0,10,14677,0,44,10180,1,0,0,0,9
"1111",1399,2129,0,47,0,16,33717,145021,45,4870,13,0,0,0,1
"1112",1400,1414,0,62,0,0,0,52952,37,12760,4,0,0,2,1
