INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE
1047,6892,0,50,0,0,0,61314,35,18050,10,3485,1,0,12
1048,5059,0,34,3,15,42284,0,37,9130,4,3922,1,0,7
1049,991,3,43,3,0,0,0,47,5800,3,5820,3,6,1
1050,5579,2,41,2,9,93150,274760,49,10810,4,6985,1,2,1
1051,4080,0,40,0,12,37128,175125,52,14620,6,4728,3,0,8
1052,5674,0,40,2,10,50700,0,15,10570,17,0,0,0,6
1053,2240,0,44,3,11,70452,0,33,12950,1,0,0,3,1
1054,4104,0,60,0,12,249589,559258,41,62240,3,0,0,0,14
1055,6916,0,44,0,,219768,0,40,29100,1,3348,2,5,19
1056,4522,0,35,2,13,58228,0,30,12460,4,0,0,0,7
1057,3694,0,44,0,13,21789,0,35,17930,6,4824,2,0,
1058,7205,0,40,3,14,18886,148097,26,7390,11,0,0,2,6
1059,2870,0,57,2,17,76123,287747,28,14810,1,0,0,0,8
1060,4447,0,61,0,9,59563,233352,18,9470,6,35070,2,0,11
1061,1937,0,51,0,11,52967,0,11,11900,7,0,0,1,1
1062,4431,0,49,0,14,116587,319596,45,30520,1,8514,1,6,12
1063,2040,1,42,1,11,52898,0,19,26620,1,3950,3,6,1
1064,6570,0,43,0,13,67891,199571,22,8290,1,0,0,0,8
1066,14386,0,34,1,0,0,,36,22160,6,11132,2,0,8
1067,3040,0,44,0,5,51172,177812,52,14870,7,5817,2,2,9
1068,6295,0,41,1,12,46874,0,51,23560,1,0,0,0,1
1069,14604,0,46,0,12,6576,144646,48,24930,1,23060,1,6,1
1070,2932,0,37,0,11,27509,0,38,22610,10,812,1,10,1
1071,2974,0,34,0,0,0,121949,66,6010,6,6682,3,2,9
1072,3531,0,46,0,8,35995,0,58,5100,1,0,0,0,12
1073,3373,0,24,1,10,5427,0,23,24630,7,24546,1,11,5
1076,4496,0,49,0,11,99488,0,56,16350,3,8692,2,11,16
1077,8193,0,41,0,0,0,0,13,5600,8,0,0,0,
1078,1631,0,24,3,,10471,,25,13070,3,0,0,3,14
1079,3269,0,33,0,10,34682,183265,22,6380,3,1564,2,0,10
1080,4566,0,38,0,10,59578,0,51,11260,4,5436,3,0,10
1082,2956,0,45,0,0,0,108137,50,12140,1,0,0,0,1
1083,2432,0,64,0,5,46598,180231,27,12560,4,0,0,3,1
1084,5899,0,43,0,0,0,76613,45,5800,7,0,0,0,1
1085,2392,3,43,4,13,42554,0,22,10060,6,27746,4,2,7
1086,3127,0,48,0,11,106668,247751,29,16970,8,0,0,0,9
1087,868,0,38,0,0,0,0,75,6570,4,0,0,0,1
1088,2136,0,31,1,7,3594,0,26,4960,7,0,0,0,8
1089,663,2,40,2,14,58000,244016,31,15150,14,1190,2,0,1
1090,3361,0,47,0,10,52412,0,5,20110,1,1455,3,0,1
1091,2885,0,32,0,0,0,0,49,12790,13,4514,4,9,18
1092,14755,1,42,3,5,21042,,37,20630,4,6870,2,1,8
1093,1026,0,32,2,10,27053,137180,10,4210,1,0,0,5,5
1095,5206,2,39,2,,21891,167752,34,15110,1,0,0,0,5
1096,18960,0,39,0,6,,,44,12720,1,0,0,4,1
1097,3848,0,55,0,10,,0,61,17720,1,0,0,0,15
1098,1452,0,43,3,0,0,0,24,5800,13,8566,2,6,1
1100,4542,0,38,0,11,,0,5,17380,6,0,0,1,1
1101,8748,0,35,1,13,22021,0,10,14360,4,0,0,1,1
1102,3965,0,57,1,14,18775,182712,68,9080,1,10842,2,4,14
1103,3535,0,36,0,11,158,0,33,10510,6,38190,2,7,12
1104,1646,0,55,0,12,26088,0,40,5220,7,2158,3,2,6
1106,5261,0,48,0,12,13023,154122,37,9550,1,7000,1,1,8
1107,2265,0,36,1,9,72167,0,24,18550,1,725,2,4,14
1108,3265,0,46,0,10,21534,90467,27,24360,1,32589,1,3,1
1109,5457,0,38,4,14,40248,166402,42,20280,1,4162,3,7,9
1110,6228,0,50,0,13,35097,159912,21,15690,1,0,0,0,1
1111,4685,0,39,0,8,28924,140957,26,28000,7,0,0,1,6
1112,539,0,37,3,14,40924,203314,12,9290,1,4567,3,0,1
1113,4696,0,50,0,12,47991,214996,53,11300,6,2159,1,0,9
1114,2355,0,42,0,10,41293,0,48,5700,10,0,0,0,8
1115,3065,0,41,0,6,9536,0,30,6550,4,0,0,0,1
1116,32203,0,46,0,7,50252,182910,63,18050,7,9351,2,5,1
1117,1280,1,42,1,12,14705,97885,45,11020,4,0,0,0,5
1118,3007,0,57,0,8,81767,308350,30,15570,4,4734,2,7,7
1119,4539,0,25,1,9,71207,202437,19,23910,7,548,2,7,12
1120,2727,1,59,2,14,27823,161744,49,3950,6,0,0,0,9
1121,7893,0,38,1,17,14098,60733,27,6710,10,3545,2,0,1
1122,2041,0,45,2,12,,335380,13,14780,7,0,0,0,12
1124,6004,0,60,0,12,45038,242566,43,17980,3,0,0,1,16
1125,1901,0,37,0,12,38128,139340,51,23350,1,0,0,0,10
1126,4324,0,32,1,12,93741,0,40,14070,13,3132,3,3,8
1127,2463,0,59,0,14,78271,299574,11,17560,6,0,0,0,11
1128,5095,0,45,0,,73326,256305,28,14650,10,12098,2,7,1
1129,843,0,39,0,12,87416,231934,30,18330,1,6690,2,0,9
1130,1294,1,45,3,10,15796,145824,42,15860,1,29536,2,2,1
1131,13875,0,58,0,,1102,0,11,10900,1,0,0,0,1
1132,2895,0,63,2,13,63695,0,30,14170,3,2629,1,0,12
1133,1215,0,54,0,12,,201483,36,11030,10,32922,3,7,4
1134,6889,0,39,2,7,12236,92520,66,16320,1,4352,3,1,8
1136,1009,0,47,0,,62486,0,57,20690,6,14915,1,0,4
1137,6409,0,29,3,15,45828,149103,20,16420,10,8171,2,0,10
1138,14929,1,37,1,12,152060,0,34,33380,1,0,0,0,
1139,3770,0,33,1,10,23953,0,39,7200,1,1118,2,7,8
1140,2986,0,38,2,12,81024,223678,31,21480,1,0,0,0,17
1141,3357,0,33,3,10,28853,181865,19,4390,7,11580,2,0,1
1143,1698,0,55,0,15,86268,274362,48,34310,6,4423,2,0,12
1144,6393,0,38,0,8,58530,238054,21,16480,1,2775,3,7,1
1145,3159,0,57,2,15,148443,0,40,18500,6,7014,2,4,11
1146,5236,0,34,3,16,61220,237329,46,8090,8,4402,2,7,1
1147,4410,0,35,2,0,0,0,12,16010,4,5118,2,7,1
1148,5686,0,45,0,13,44492,0,9,13540,1,10941,2,4,20
1149,3674,0,31,1,13,82762,267537,35,12880,1,0,0,0,4
1150,5692,1,44,2,17,204668,0,32,21970,1,0,0,0,
1151,4045,0,52,0,0,0,98396,22,12280,6,7070,1,0,10
1152,13352,0,31,4,15,20555,128048,26,7760,9,3327,2,5,11
1153,2944,0,53,0,12,44438,172432,43,34450,10,0,0,0,1
1154,1022,0,26,2,14,10730,0,5,16150,11,6135,2,7,6
1156,2421,0,54,0,0,0,98561,29,17700,1,0,0,0,12
1157,2890,2,41,2,8,3604,0,53,10850,4,5810,3,0,8
1158,1941,0,31,1,12,32381,0,25,16980,1,4185,3,1,1
1159,5542,0,48,0,14,7505,116332,37,14300,1,7341,1,8,
1160,4049,0,49,0,9,75772,256898,41,6400,7,0,0,0,1
1161,4767,0,50,0,11,53210,0,33,23810,8,19595,1,10,8
1162,6836,0,51,0,0,0,0,23,6600,1,27503,4,1,1
1163,4212,0,22,1,7,2214,114501,32,17470,13,9453,1,6,1
1164,3762,1,40,3,16,189555,452019,35,1500,1,0,0,0,16
1165,7783,0,37,2,14,14055,0,55,9960,1,0,0,0,7
1166,3090,0,29,0,7,11954,0,16,10190,1,0,0,1,8
1167,39104,0,58,0,13,102904,0,47,30460,4,5705,2,0,18
1168,2585,0,51,0,13,55727,195859,55,7250,8,0,0,1,6
1170,5865,0,24,1,8,12871,0,53,16500,13,0,0,0,6
1171,7746,0,45,0,0,0,98716,34,6000,4,29651,2,8,7
1172,1559,0,34,2,12,55353,203703,41,14090,13,4519,1,6,6
1173,47520,0,49,0,12,105277,294480,30,38000,10,0,0,0,1
1174,3794,0,59,0,14,71197,0,37,14520,15,0,0,0,6
1175,5074,2,66,2,15,33644,186626,41,21020,1,0,0,0,1
1177,5640,0,,3,12,16227,,39,20770,1,0,0,6,1
1179,5732,0,32,3,12,66841,0,12,4700,10,0,0,0,
1181,5900,1,38,2,14,46928,161908,53,6190,1,4939,2,0,
1182,2979,0,31,2,12,17567,0,14,6360,10,0,0,0,5
1183,24408,0,50,0,13,58504,0,44,20550,1,2916,1,6,11
1186,4790,0,57,2,16,6018,0,23,9330,4,0,0,1,1
1187,2375,0,33,1,8,32708,0,56,31040,1,7343,2,4,1
1188,4580,0,37,1,0,0,0,50,9270,9,0,0,0,10
1189,3887,2,36,3,9,20765,0,19,12510,1,0,0,6,1
1190,6603,0,53,0,11,32956,202231,57,18150,1,0,0,5,1
1191,3018,0,41,0,0,0,,43,5600,4,0,0,0,20
1192,2386,1,42,2,13,,0,37,31960,1,5827,3,4,7
1194,4057,0,33,2,11,33392,161864,57,8140,4,0,0,5,10
1195,19013,0,41,0,7,78866,0,22,18270,6,6856,1,2,6
1197,1212,0,43,2,,69476,0,44,12750,7,2516,1,0,6
1198,1479,0,45,0,9,96599,306391,42,12180,8,29820,3,1,8
1200,1877,0,53,0,9,114547,330408,29,23760,1,824,2,4,8
1201,3587,0,52,0,,52626,0,36,10300,4,5236,2,6,
1202,6651,0,35,0,11,116870,309742,38,11940,12,0,0,3,4
1204,8927,0,43,2,0,0,0,15,5800,1,5767,1,9,6
1206,2091,0,38,0,13,15252,146062,31,3030,1,0,0,0,1
1209,2460,1,41,3,13,18408,95813,43,7440,1,20380,2,8,1
1210,6357,1,45,1,13,34675,165566,37,7660,4,0,0,0,
1211,8349,1,38,3,15,,0,61,19550,16,6436,1,3,1
1214,4073,0,53,0,0,0,92718,12,19940,6,1936,1,8,7
1215,109,0,47,0,0,0,0,59,6200,6,4754,2,8,1
1216,680,0,43,2,15,36614,141879,42,25580,1,4078,2,0,1
1217,4078,0,31,1,11,58391,187063,34,10440,10,2018,3,0,8
1218,4308,0,30,1,10,32809,141859,24,8260,10,0,0,2,1
1219,1556,0,44,0,12,22960,142579,21,11690,4,0,0,1,10
1220,1222,0,43,2,12,636,0,34,8450,1,2210,2,0,5
1221,6767,0,62,1,0,0,114515,39,11060,9,0,0,1,1
1224,2493,0,28,4,0,0,0,30,4300,1,6905,1,0,13
1225,4798,0,,0,9,14484,0,20,2950,10,4518,1,1,1
1228,3674,1,43,2,10,112450,337743,12,17290,1,0,0,3,18
1232,8609,0,43,2,13,55274,220590,24,17740,3,4500,2,8,9
1233,5200,0,32,2,0,0,0,29,11990,1,6867,3,3,10
1234,2118,0,61,0,13,28350,173790,23,21180,9,9637,2,2,18
1235,5722,0,29,0,8,5292,0,30,2670,1,0,0,0,8
1236,2419,0,42,1,11,61415,250198,18,21300,7,0,0,0,1
1237,3909,0,48,0,,,0,41,22280,6,0,0,0,1
1238,2703,1,40,3,13,72551,0,22,12760,3,4895,2,2,8
1239,4772,1,37,2,12,15739,138776,23,9230,1,0,0,3,6
1240,10839,0,33,1,7,157263,0,60,36480,1,4597,2,0,16
1242,4452,0,51,0,10,31860,0,32,9540,10,0,0,3,1
1245,4171,0,36,0,12,69714,201852,36,12070,13,597,1,9,8
1247,7324,0,49,0,14,4216,,55,17960,6,4466,1,1,17
1250,2424,0,37,0,10,85504,0,34,23140,1,21481,4,7,
1251,4920,0,33,2,14,5063,118608,28,32370,1,6902,3,0,11
1253,6435,0,38,1,11,48484,190992,43,11840,6,5726,2,7,11
1254,3279,0,42,0,6,126381,374595,27,32040,7,8748,2,2,1
1255,2401,0,43,0,,45909,160945,21,15360,13,0,0,0,7
1256,7803,0,56,0,13,210660,542288,33,1500,1,57037,1,3,11
1257,5336,0,38,2,0,0,0,48,10090,4,6753,1,6,6
1258,2251,0,65,0,15,13880,179255,62,9390,9,10138,2,1,15
1259,3819,1,42,2,0,0,0,29,10930,11,0,0,3,8
1260,984,0,30,1,11,17619,86310,18,16890,1,0,0,5,6
1262,4408,0,52,0,11,54983,223545,24,12200,2,9093,3,7,12
1263,3334,0,44,0,9,61958,168222,56,27120,1,642,2,0,10
1264,3886,0,31,1,10,8247,0,46,5200,1,3068,2,5,1
1265,2936,0,55,0,12,111708,292773,5,18080,4,0,0,0,1
1266,5544,0,48,0,13,312,90071,30,14770,6,0,0,0,1
1267,32363,0,68,0,10,76821,0,47,15980,4,0,0,0,15
1268,2842,0,47,0,13,109533,300480,37,14730,4,0,0,3,
1269,5704,1,48,1,11,75741,225300,44,15190,13,0,0,3,19
1270,5760,0,58,0,0,0,103525,48,20710,1,8956,2,0,1
1271,2096,0,45,0,9,22741,151957,34,17940,13,0,0,0,1
1272,2550,0,48,0,15,67876,242138,31,6410,1,8268,3,3,1
1273,5470,2,45,3,14,4910,0,12,17450,1,0,0,0,1
1274,1690,0,54,0,12,53099,175695,57,17230,9,12797,3,0,1
1276,2910,0,41,2,16,66119,239085,46,19300,1,5909,3,0,
1277,26673,0,42,0,10,47114,0,22,10410,4,0,0,7,7
1278,3379,0,38,1,11,51551,177942,19,5200,12,2605,1,0,
1279,2292,0,37,0,0,0,0,26,5200,1,0,0,0,1
1280,1288,0,31,1,9,54009,0,27,12780,9,0,0,3,
1282,3640,0,42,0,10,75013,237750,25,15110,1,3928,1,0,9
1283,3801,0,32,1,11,34660,,18,17590,9,13154,1,4,7
1284,42499,1,36,2,12,91729,307043,26,16220,1,8048,3,0,1
1286,4037,0,55,0,11,83304,238891,40,15330,1,7238,3,3,7
1287,3236,0,30,0,9,21313,140640,53,13120,6,0,0,1,6
1289,5126,3,43,3,0,0,0,28,5700,1,0,0,3,1
1292,6031,0,49,0,6,61068,0,21,14080,1,0,0,0,1
1293,1704,0,53,0,9,47793,199133,29,24120,11,0,0,0,8
1294,1340,0,61,0,,56210,0,70,17590,1,7076,3,3,15
1295,1731,0,29,3,13,,269107,48,11190,6,0,0,3,9
1296,1798,0,57,0,13,53329,219712,55,7200,6,0,0,1,1
1297,2829,0,38,2,0,0,66812,17,13490,6,0,0,1,8
1298,3121,0,47,0,14,14096,163866,5,3790,8,7285,1,0,20
1299,7045,0,58,0,6,57517,0,22,28740,1,0,0,4,12
1300,8116,0,58,0,6,57454,0,27,7300,1,34123,2,0,7
1301,12789,0,35,0,10,106581,0,39,30080,1,9185,1,0,12
1302,5075,0,51,0,0,0,89512,59,1500,1,6745,3,0,7
1303,4822,0,56,0,12,44308,0,18,5930,11,977,3,2,5
1306,1384,0,24,2,10,,,37,8230,13,1395,1,6,7
1307,3118,0,46,0,13,120401,348157,29,23370,6,35980,2,2,10
1308,1299,0,61,0,17,25525,158142,16,11060,1,30023,3,5,6
1309,6409,0,33,0,0,0,0,49,25280,3,0,0,0,11
1310,6783,3,62,3,19,85081,0,19,26420,17,9810,4,7,18
1311,2750,0,39,0,0,0,0,42,12240,6,5093,2,6,
1312,5295,0,50,0,12,31291,197110,14,6500,4,3108,3,3,1
1313,26836,0,47,0,7,28626,0,57,13680,6,0,0,4,1
1314,4704,0,39,0,10,74719,0,45,25760,10,4094,1,2,12
1315,5190,0,39,1,0,0,0,31,5400,3,0,0,1,10
1316,1530,0,35,0,6,77556,0,18,26810,14,1249,2,0,7
1317,2987,0,36,3,12,77950,,34,9510,7,0,0,0,8
1318,943,0,49,0,12,61790,206446,51,12580,4,0,0,0,15
1319,6993,3,39,3,11,76791,215433,24,33050,13,10265,1,2,20
1320,2575,0,57,2,10,35778,170435,26,10780,1,31557,4,5,10
1321,2646,0,39,0,6,81042,247600,39,21430,4,7114,1,4,9
1322,2194,0,57,0,12,62203,0,5,7720,4,7326,1,4,9
1324,6005,0,45,0,12,33648,180461,45,6720,6,0,0,2,9
1325,5108,0,45,0,10,32279,163420,46,6000,6,0,0,0,1
1326,2896,0,47,1,12,44452,221536,51,13110,10,0,0,0,6
1327,430,0,43,0,6,41274,103580,38,9930,6,0,0,0,7
1328,1326,1,45,2,9,683,61630,60,19090,4,2279,1,0,1
1329,5076,0,30,1,7,22718,116700,14,4300,1,4448,3,9,1
1330,6804,0,31,3,0,0,0,25,4600,1,6070,3,5,7
1331,4984,0,58,0,12,42607,112850,55,11560,1,5238,1,1,7
1332,956,1,40,2,12,35453,156023,24,4010,16,2244,2,2,1
1333,6280,0,42,2,10,42371,0,45,5740,4,6703,1,4,12
1334,4978,0,52,0,12,50584,157928,27,11760,9,1328,1,6,1
1335,2711,0,45,2,10,32867,0,24,9290,1,9635,4,4,1
1336,2410,0,49,0,11,284071,,53,7940,1,2939,2,4,15
1337,2356,0,44,3,0,0,0,86,10460,1,0,0,3,18
1338,6719,0,46,0,12,11363,104389,26,7240,10,26181,1,2,5
1339,20126,1,44,3,9,148528,0,49,20830,6,0,0,2,10
1340,7204,0,47,0,7,44812,0,27,6200,1,43405,2,0,5
1341,5728,1,48,0,12,228376,586096,57,9260,1,5458,1,8,17
1343,3452,0,58,0,10,157619,397530,13,38240,9,0,0,0,
1344,747,0,50,0,15,53924,203155,37,25320,1,5546,2,6,1
1345,5207,0,25,1,8,66390,0,41,22740,9,7019,2,1,10
1346,4102,0,27,3,13,35851,147018,47,4200,1,0,0,4,1
1347,4256,0,46,0,,100790,0,34,21010,1,0,0,0,12
1349,3868,0,45,1,13,71512,224539,26,30270,1,0,0,0,
1350,8767,0,55,0,15,3113,,25,11550,1,5660,2,4,1
1351,966,0,48,0,10,111405,326745,12,29540,4,3848,1,9,11
1352,4666,0,38,1,10,38819,128779,49,5680,6,0,0,7,8
1354,4491,0,38,0,15,,166861,5,6940,8,0,0,3,8
1355,926,2,39,2,15,56819,188860,34,14660,6,0,0,1,10
1356,4070,0,43,0,,40612,0,35,18130,1,4263,2,3,18
1357,3590,0,35,1,8,84794,0,19,26860,1,4575,3,7,1
1358,3166,0,49,0,8,3044,0,65,6700,10,0,0,4,
1359,5377,1,45,2,7,26681,166588,10,28840,10,0,0,0,13
1360,3226,0,57,0,16,53739,220862,41,21740,1,0,0,5,
1361,1277,0,40,0,8,118527,323324,48,22750,6,0,0,0,13
1362,6281,2,44,2,8,152292,0,42,31380,10,0,0,1,19
1364,5591,1,42,2,14,251883,603984,31,5700,3,33808,1,4,
1365,6516,0,30,2,0,0,0,21,5430,3,0,0,0,5
1366,3706,0,30,1,0,0,76283,35,4500,6,35477,4,1,1
1367,1833,0,39,3,12,12332,98982,20,8450,6,7262,2,0,1
1368,2641,0,42,0,13,54729,181515,30,23360,1,0,0,0,
1369,7800,0,39,1,12,24609,95505,68,7860,4,8455,3,4,6
1370,4388,0,42,1,0,0,122520,62,14260,4,3460,3,0,5
1373,9105,0,47,0,9,62216,242564,42,24480,3,3884,2,3,1
1374,4298,1,42,2,13,112205,311529,48,27770,4,6557,1,5,11
1375,6208,0,35,0,0,0,0,30,5000,1,0,0,3,10
1376,6690,0,43,2,0,0,0,61,5800,4,6935,4,5,1
1377,41063,0,40,0,12,52471,153087,31,21860,10,0,0,0,6
1379,6296,0,30,3,9,61790,185253,28,10680,1,0,0,0,14
1380,4898,3,53,0,10,58049,186384,44,5590,1,0,0,0,15
1383,2649,0,49,0,11,48215,0,46,13190,10,2516,4,2,19
1384,1668,0,31,4,0,0,0,14,4600,11,8136,1,6,14
1385,6595,0,48,0,10,90044,0,79,17310,3,2317,1,0,16
1386,5685,0,48,0,10,23588,174929,61,9500,1,31664,2,3,7
1387,2546,2,37,2,10,45282,170166,50,5100,4,7136,1,4,1
1388,5810,0,34,2,9,33538,0,29,8250,4,38845,2,2,1
1389,5943,1,36,2,12,82780,,24,1500,6,5999,2,6,5
1390,10267,0,39,2,10,30618,157285,44,21320,3,9469,2,0,1
1391,1148,0,54,0,13,65234,280155,36,23170,4,0,0,0,1
1392,1947,1,42,1,10,73376,0,39,25590,1,7328,1,5,11
1395,1444,3,45,3,17,28538,140924,15,16920,3,22262,2,7,5
1396,5453,0,47,0,9,62133,222691,35,25310,17,0,0,2,1
1397,3270,0,39,0,10,14677,0,44,10180,1,0,0,0,9
1399,2129,0,47,0,16,33717,145021,45,4870,13,0,0,0,1
1400,1414,0,62,0,0,0,52952,37,12760,4,0,0,2,1
1401,4400,0,20,0,8,4209,80790,23,10570,1,0,0,4,9
1402,5782,0,42,0,13,71779,187108,5,15480,4,0,0,0,12
1403,3989,0,48,0,10,106752,0,46,19540,4,8212,3,2,15
1406,45985,0,26,2,11,21443,116421,19,24280,6,42208,1,5,1
1407,1401,0,42,0,11,27253,0,25,45360,6,29919,1,0,7
1408,4291,0,63,0,16,141953,377925,35,27570,10,0,0,0,9
1409,4665,2,43,2,12,62638,0,36,23140,6,7148,2,4,11
1410,2572,0,46,0,13,9494,0,38,2450,5,0,0,0,1
1411,22951,0,61,0,10,62185,0,40,26550,1,4843,3,0,11
1412,1746,0,31,1,15,20277,134375,5,24670,1,0,0,2,1
1413,17425,1,37,2,13,64927,184518,31,35270,6,0,0,0,15
1414,535,0,43,0,12,46915,0,52,11310,1,0,0,1,1
1415,4351,0,49,0,6,11069,0,60,19520,4,5954,3,5,3
1416,3367,0,55,0,8,86574,323469,47,17020,3,0,0,0,18
1417,8535,0,33,1,12,119869,0,48,23410,1,26363,1,5,1
1418,1020,1,58,2,17,100886,,29,18740,1,5108,1,9,
1420,3776,0,46,0,9,24202,0,24,17270,13,3475,1,4,17
1422,5413,0,33,2,14,36351,193200,47,11450,10,3647,3,3,13
1423,3246,2,37,3,12,40012,200016,20,9200,7,3119,2,2,1
1424,4618,0,35,2,14,34235,139521,52,8420,3,0,0,2,6
1425,3666,0,44,2,0,0,0,39,23570,1,1380,3,3,17
1427,4475,1,43,1,13,78288,316436,31,15380,5,0,0,1,8
1428,2707,0,43,1,4,82795,0,40,8460,1,8844,2,7,7
1429,7981,0,50,0,10,216924,0,6,6500,6,27369,2,5,12
1430,2190,0,47,0,10,28600,0,28,8830,4,31567,2,3,10
1432,4286,0,45,0,9,20188,0,38,14200,1,1310,1,7,6
1433,5499,0,47,0,11,28808,0,6,8770,1,0,0,4,8
1434,4433,0,48,0,12,34669,146134,42,8630,1,2499,3,1,1
1436,5160,0,50,0,12,180074,442649,59,35520,4,4657,3,6,1
1439,2080,0,38,0,9,12216,0,39,5560,6,0,0,0,1
1440,4618,0,33,5,13,28084,132519,43,11100,1,555,2,3,1
1441,4966,0,35,1,9,77179,0,34,12720,10,0,0,0,4
1443,3213,1,45,2,13,90479,250111,30,36330,1,0,0,0,1
1444,3896,0,41,0,9,18939,0,50,5600,6,5171,4,4,1
1445,1834,0,43,2,10,50952,0,27,10900,7,0,0,0,9
1446,4915,0,46,0,12,54945,,40,12220,1,6780,1,0,10
1447,4104,0,36,1,8,20494,0,22,5000,1,1091,1,5,7
1448,5524,0,58,0,,45977,,52,9960,13,1444,1,6,10
1449,3975,0,52,0,8,273507,630267,26,17570,1,10200,3,6,16
1450,5664,0,34,1,10,79445,0,36,12840,1,0,0,3,
1451,6761,0,57,0,9,162519,0,25,23450,4,8044,3,2,14
1452,6217,0,31,1,11,64365,,23,4900,3,6156,1,0,16
1453,2956,0,32,1,12,,0,37,9060,10,0,0,0,15
1454,5201,0,56,0,9,36635,132567,16,5160,6,24822,3,4,11
1455,4568,0,34,1,0,0,0,32,11910,4,2361,3,4,1
1456,3751,0,40,0,11,59822,171876,51,18110,1,7769,3,4,1
1457,1886,0,41,3,2,,139729,48,11780,4,16948,4,2,1
1458,1463,1,43,2,0,0,94377,47,11190,4,0,0,0,
1459,2702,0,48,0,12,144922,0,31,6300,1,0,0,0,20
1460,4537,1,44,3,16,119998,331683,34,5900,10,0,0,2,11
1461,23910,0,42,1,12,98515,289187,22,15990,1,4208,1,4,17
1462,60847,1,36,2,12,131090,360638,29,32430,1,6514,4,9,9
1463,5125,1,44,2,8,42408,,43,6400,13,0,0,1,9
1465,4613,0,51,0,,94160,310037,31,6600,1,8136,2,0,5
1466,3069,0,29,1,0,0,0,40,9370,10,0,0,0,1
1467,4373,0,58,0,8,77297,280067,5,7300,4,3075,4,5,1
1468,26244,0,50,1,15,61138,198569,16,36330,1,0,0,1,1
1469,7680,0,34,0,,39752,148049,40,21510,4,6025,3,2,10
1470,6471,0,46,0,6,77946,225853,34,17840,3,4002,1,1,1
1472,4907,1,40,1,12,159889,412774,10,24870,4,7343,4,3,13
1474,6872,0,37,0,10,55076,245993,23,16400,4,0,0,1,1
1475,4950,0,53,0,11,168419,0,17,15340,6,0,0,0,15
1477,6425,2,58,2,16,46187,201756,27,4090,4,0,0,0,1
1480,676,0,56,0,14,22881,174663,19,7100,1,995,3,3,1
1481,980,0,29,1,10,17984,0,35,13680,7,4814,3,5,1
1482,3421,0,40,2,14,50401,149910,5,1500,6,0,0,3,7
1483,1639,1,41,2,13,111014,298205,35,1500,6,20972,2,6,17
1484,755,0,48,0,13,54028,193941,46,6450,1,2755,2,0,7
1485,1550,0,47,0,0,0,0,26,6200,6,0,0,4,1
1486,6050,0,50,0,11,33575,175923,44,12470,1,3707,1,0,7
1488,6052,0,46,0,0,0,0,74,7710,4,0,0,3,
1489,5428,0,30,5,0,0,0,6,16810,1,1975,3,8,1
1490,2851,0,21,1,0,0,0,14,9560,4,7225,3,3,1
1491,2389,0,53,0,13,40383,203659,27,10490,1,8424,1,5,11
1493,2772,0,31,1,14,86794,0,55,19910,4,4156,1,2,8
1494,3930,0,45,2,12,28453,126662,30,13730,11,1150,2,5,1
1495,5013,0,42,0,7,155570,0,39,16390,6,4601,3,0,13
1498,6835,0,55,0,10,40683,163194,32,5570,13,0,0,3,9
1499,1962,1,42,1,,46436,175019,37,25140,4,5795,3,3,14
1500,980,0,42,1,10,104560,319400,13,17500,4,0,0,1,
1501,5863,0,51,1,14,23766,173701,43,8980,7,0,0,0,6
1502,2797,0,63,0,11,46814,,29,24660,1,43501,1,2,
1503,1494,0,28,3,14,,201709,56,4300,1,10658,2,3,5
1504,5162,0,39,1,,18362,0,34,26550,7,8673,3,4,1
1505,4904,0,57,0,15,44108,0,14,18530,10,2056,2,0,1
1506,5543,0,39,1,0,0,,18,5200,14,13647,2,7,1
1507,2901,0,46,0,13,147091,0,57,30690,4,35095,3,0,19
1508,3225,0,41,0,11,23250,158854,23,14020,6,0,0,0,1
1509,1305,0,47,0,0,0,0,25,6200,9,25973,1,0,5
1510,16208,0,60,0,,0,0,46,8960,3,0,0,2,10
1511,4435,0,61,0,14,76875,0,39,17740,10,6587,3,8,1
1512,5812,1,45,2,10,108151,0,50,12320,11,4746,2,0,1
1513,3561,0,51,1,18,30531,122736,48,15470,1,4874,3,5,1
1514,2344,0,47,0,7,21517,130812,12,8350,10,7143,2,7,1
1516,7028,0,47,0,5,48058,148046,56,19030,6,0,0,0,18
1517,4155,0,47,0,10,116767,275218,67,34610,1,0,0,1,8
1518,744,0,35,2,11,55637,0,38,22780,1,0,0,0,1
1520,5575,0,44,0,12,,271926,33,20760,1,0,0,0,10
1521,5568,0,52,0,10,,0,45,20750,10,0,0,1,5
1523,3214,0,50,0,,0,0,48,6500,1,0,0,6,4
1524,1781,2,58,3,10,125791,371188,45,14680,9,8386,2,1,18
1525,709,0,38,0,0,0,0,29,5300,1,8080,1,5,11
1527,1808,0,37,2,15,42758,,24,9480,10,1432,3,0,11
1528,5349,1,44,3,13,216412,495325,40,28770,1,1312,3,0,18
1529,4376,0,32,1,9,89286,0,37,4700,6,0,0,1,9
1530,1710,0,48,0,0,0,0,30,10940,1,0,0,0,12
1531,4566,0,60,3,17,6104,0,31,8540,1,0,0,0,7
1532,865,1,44,1,11,27052,0,15,8610,6,4321,3,8,3
1533,1942,0,43,0,11,40791,197873,7,9480,4,3507,2,1,1
